,Text,id_tweet,Tweet_Date,Follower_count,cleaned_text,prediction
861,"My school has been just moved into outbreak status. Not surprised at all. We currently have 130 kids quarantined, including my son and myself. We had roughly 20 positive cases this week. #COVID19 #Overwhelming",1466862770658459659,2021-12-03 20:11:52,1344,school move outbreak statu surpris current kid quarantin includ son roughli posit case week covid overwhelm,0
862,"So @POTUS , no free at home #COVID19 tests for those on Medicaid. I know, I know, @TheDemocrats believe the more dead very poor, the better. U know ur all really Republicans in your hearts. I'd say souls too but you don't have any.",1466862606527123456,2021-12-03 20:11:13,59,free home covid test medicaid know know believ dead poor better u know ur realli republican heart say soul,0
863,Can we stop talking about “getting the jab”. No one is jabbing anyone. I’ve never been jabbed or jabbed any patients I have ever worked with. The only jabs that should exist are bad jokes and in boxing. #CovidVaccine #COVID19,1466862319821012995,2021-12-03 20:10:04,6367,stop talk get jab one jab anyon never jab jab patient ever work jab exist bad joke box covidvaccin covid,0
864,"@notdred @chrislhayes Past 2 days have been steady trickle of concerning early data, trends &amp; projections. Still very preliminary &amp; incomplete, but I'm kinda glum w this, our present realities on ground here w delta, &amp; worries about what flu might do. Get vax'd, get boosted. #COVID19 #vaccine #Omicron",1466862253668507657,2021-12-03 20:09:48,2566,past day steadi trickl concern earli data trend amp project still preliminari amp incomplet kinda glum w present realiti ground w delta amp worri flu might get vax get boost covid vaccin omicron,0
865,"It's the year 2051. The PiOmicronEpsilonSigma #COVID19 variant has just been discovered. Five infected people have died, two of which were run over by a truck, one who was aged 110, and two who died in a plane crash. Ten billion people kak their bloomers, and run for their masks.",1466862113788420105,2021-12-03 20:09:15,3339,year piomicronepsilonsigma covid variant discov five infect peopl die two run truck one age two die plane crash ten billion peopl kak bloomer run mask,0
866,@ClaysonMonyela @FaroutWith This is BS!! China must start paying for the damage they caused to our economy!! #COVID19 #SouthAfrica,1466862106310066182,2021-12-03 20:09:13,179,bs china must start pay damag caus economi covid southafrica,0
867,"5,408 new cases in Ireland 

[21:08 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic",1466861869914804230,2021-12-03 20:08:17,1256,new case ireland gmt coronaviru coronavirusupd covid coronaviruspandem,0
868,"Why can't #USA pay us to stay home until #COVID19 is completely dead!

All these countries have so much fcking money! 

The only way we destroy, #OmicronVarient #Omicron and other #covidvariantalarm to come is pay us all, to #StayHome 

We will work when it's #safe #SafetyFirst",1466861844203778048,2021-12-03 20:08:11,15,usa pay us stay home covid complet dead countri much fcking money way destroy omicronvari omicron covidvariantalarm come pay us stayhom work safe safetyfirst,0
869,@Redpeter99 Wondering how many tested positive for #Covid19 afterwards,1466861650720481287,2021-12-03 20:07:25,1092,wonder mani test posit covid afterward,0
870,God must forgive us for taking His #COVID19 free air for granted all these years. We lived good lives before this. #Jesus #Christmas,1466861633108692996,2021-12-03 20:07:20,257,god must forgiv us take covid free air grant year live good live jesu christma,0
871,"You know what I hate most about covid?  When I chew gum with a mask on the menthol burns my eyeballs.
#COVID19 #FirstWorldProblems",1466861331865223169,2021-12-03 20:06:09,7,know hate covid chew gum mask menthol burn eyebal covid firstworldproblem,0
872,"Today United Kingdom: #COVID19 will be a ""threat to the NHS for at least the next five years"" and ""testing and vaccines may be needed for a decade or longer,"" the government's advisers SAGE say. Seems like the need for @KontrolBiocloud keeps increasing @ghezzi_paul @KontrolGroup",1466861260130054146,2021-12-03 20:05:52,10,today unit kingdom covid threat nh least next five year test vaccin may need decad longer govern advis sage say seem like need keep increas,0
873,"Quentin Letts sounds like a parody of an apoplectic old colonel, way of touch with reality. #COVID19 reality....#bbcaq",1466861180413222919,2021-12-03 20:05:33,1848,quentin lett sound like parodi apoplect old colonel way touch realiti covid realiti bbcaq,0
874,"Coming up on the #WeekendRoundup for 
@CBSNewsRadio #PresidentBiden &amp; his plans to battle the #COVID19 #Omicron #Variant #DrRuthKanthula 
@MedStarHealth on what this means for #kids &amp; #Travel @MaxLewisTV
 on rising hospitalizations in #Indiana",1466861110578008066,2021-12-03 20:05:16,1541,come weekendroundup presidentbiden amp plan battl covid omicron variant drruthkanthula mean kid amp travel rise hospit indiana,0
875,"🚨 (6/6) All #COVID19 related practice directives for Canadian courts can also be found on our master list, which we update daily.",1466861040482852867,2021-12-03 20:04:59,389,covid relat practic direct canadian court also found master list updat daili,0
876,"@BeKind_Forever_ #SpotifyWrapped 
#SaturdayMotivation 
#COVID19 
Absolutely right bro 👌 😂",1466860981653422080,2021-12-03 20:04:45,520,spotifywrap saturdaymotiv covid absolut right bro,0
877,"#Omicron is at least three times more likely to cause reinfection than previous variants such as beta and delta, according to a preliminary study.
#COVID19 
#CovidVaccine",1466860937478950912,2021-12-03 20:04:35,306,omicron least three time like caus reinfect previou variant beta delta accord preliminari studi covid covidvaccin,0
878,"@dianalizia @keeptalkingGR The booster intervals have been essentially halved. It may be the right step if Omicron proves more virulent or capable of evading existing vaccines. But unless the whole world gets vaccinated in close step, new variants will negate preparations &amp; precautions. #COVID19",1466860912447565824,2021-12-03 20:04:29,933,booster interv essenti halv may right step omicron prove virul capabl evad exist vaccin unless whole world get vaccin close step new variant negat prepar amp precaut covid,0
879,"@Daily_Express no increase in flu since the restrictions &amp;  face gags was removed !

We have know that covid cured flu in the first year now the new spin is because of face masks?

Flu droped? covid went up? masks work against flu better than covid ? 😃😁🙄 #gbnews #COVID19 @GBNEWS #Covid",1466860891257946114,2021-12-03 20:04:24,737,increas flu sinc restrict amp face gag remov know covid cure flu first year new spin face mask flu drope covid went mask work flu better covid gbnew covid covid,0
880,@veritanonbugia @IO83MZero @LaSportiva8 @catvaxlax @TakethatCt They're being executed by #COVID19.,1466860883120955393,2021-12-03 20:04:22,2172,execut covid,0
881,"watching the pitiful &amp; embarrassing spectacle of people's descent into full-blown hysteria, squandering time w/an irrational preoccupation w/an illness that has a 99.7+ % recovery rate has gone a long way to curing me of my own lifelong hypochondria

#CovidVaccine 
#COVID19",1466860784269496322,2021-12-03 20:03:58,239,watch piti amp embarrass spectacl peopl descent full blown hysteria squander time w irrat preoccup w ill recoveri rate gone long way cure lifelong hypochondria covidvaccin covid,0
882,"@PAHealthDept reports 10,127 new cases of #COVID19, w/ 282 total of new positive cases in Lehigh County. Positive cases are now reported at 1,763,796 across PA since the pandemic began. There were 3,928 people hospitalized statewide for the virus, w/ 837 in intensive care.",1466860698609360903,2021-12-03 20:03:38,1767,report new case covid w total new posit case lehigh counti posit case report across pa sinc pandem began peopl hospit statewid viru w intens care,0
883,"@SpokespersonECI full vaccination certificate is now mandatory for entry into malls n theatres.Would eci be doing the same once mcc comes into play for up &amp; punjab elections,in conduct of electoral rallies? N what about rallies that're already occuring?Where's #COVID19 protocols?",1466860677314744321,2021-12-03 20:03:33,74,full vaccin certif mandatori entri mall n theatr would eci mcc come play amp punjab elect conduct elector ralli n ralli alreadi occur covid protocol,0
884,"207 new cases and 8 new deaths in Montenegro 

[21:02 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic",1466860498796912641,2021-12-03 20:02:50,1256,new case new death montenegro gmt coronaviru coronavirusupd covid coronaviruspandem,0
885,@Jim_Jordan And yet evidently the real #COVID19 ain’t hardly done with America.,1466860393821704192,2021-12-03 20:02:25,181,yet evid real covid hardli done america,0
886,"One thing is for sure, the revelation that Trump had covid and tried to infect Biden. This was most likely designed to happen, and Mark Meadows response was also supposed to happen. These stories are planned and planted to divert attention or fuel the fire. #COVID19 #Trump",1466860381440294916,2021-12-03 20:02:22,347,one thing sure revel trump covid tri infect biden like design happen mark meadow respons also suppos happen stori plan plant divert attent fuel fire covid trump,0
887,"So, first is was livestock medicine.  Now, it's...dirt?  Literal dirt?  They really will do anything except get a vaccine.  So weird. #CovidVaccine #COVID19 #GetVaccinated",1466860368404303875,2021-12-03 20:02:19,4098,first livestock medicin dirt liter dirt realli anyth except get vaccin weird covidvaccin covid getvaccin,0
888,"Daughter had her birthday last week.   Wanted to eat out at a restaurant, but upon hearing her unvaccinated autistic brother couldn't go, she decided to order in.

When children are more inclusive than our PHO, you know BC is broken.
#COVID19 #BCpoli",1466860330613624842,2021-12-03 20:02:10,1105,daughter birthday last week want eat restaur upon hear unvaccin autist brother go decid order children inclus pho know bc broken covid bcpoli,0
889,"@PAHealthDept reports 10,127 new cases of #COVID19, w/ 286 total of new positive cases in Allegheny County. Positive cases are now reported at 1,763,796 across PA since the pandemic began. There were 3,928 people hospitalized statewide for the virus, w/ 837 in intensive care.",1466860133313622034,2021-12-03 20:01:23,1276,report new case covid w total new posit case allegheni counti posit case report across pa sinc pandem began peopl hospit statewid viru w intens care,0
890,#COVID19 #TravelBan is actually a lack of mutual accountability.,1466860116238606338,2021-12-03 20:01:19,561,covid travelban actual lack mutual account,0
891,"Dear everyone STILL saying #COVID19 or the #Omicron variant mainly affects the sick and elderly, those with comorbidity, etc, kindly SHUT THE FUCK UP!
Just because someone isn't young and healthy doesn't mean they're disposable, you SICK MONKEY FUCK!",1466859948705566721,2021-12-03 20:00:39,11579,dear everyon still say covid omicron variant mainli affect sick elderli comorbid etc kindli shut fuck someon young healthi mean dispos sick monkey fuck,0
892,"At the moment, there have been 1,744,289 recoveries in #Canada. Good work healthcare workers! 🙏 #COVID19",1466859942657552384,2021-12-03 20:00:37,21,moment recoveri canada good work healthcar worker covid,0
893,"At the moment, there have been 49,000,664 tests for #COVID19 in #Canada",1466859942556704769,2021-12-03 20:00:37,21,moment test covid canada,0
894,"Currently, there are a total of 1,801,405 confirmed cases and 29,747 deaths in #Canada. #COVID19",1466859942552510468,2021-12-03 20:00:37,21,current total confirm case death canada covid,0
895,"Today, there have been 2,533 new confirmed cases and 10 deaths in #Canada. #COVID19",1466859942506287104,2021-12-03 20:00:37,21,today new confirm case death canada covid,0
896,"@centralspry @HRCE_NS any information about recent #COVID19 status? Unfortunately, due to technical issues w/BellAliant I'm not able to access to read my email.",1466859875468730375,2021-12-03 20:00:21,307,inform recent covid statu unfortun due technic issu w bellali abl access read email,0
897,"UK COVID19 DEATHS

**Within 28 Days Of Positive Test**

Today: 143

7 Days Ago: 160

Last 7 Days: 831

Total: 145,424

**All COVID19 Related Deaths**

Total: 169,020

#COVID19 #COVID19UK #COVIDUK #WearADamnMask #StaySafe

auto tweet via Rasp Pi",1466859817067327500,2021-12-03 20:00:07,505,uk covid death within day posit test today day ago last day total covid relat death total covid covid uk coviduk wearadamnmask staysafeauto tweet via rasp pi,0
898,🚨 (1/6) Happy Friday December 3! Here is today’s #COVID19 practice directive update from Canadian courts,1466859780815790080,2021-12-03 19:59:59,389,happi friday decemb today covid practic direct updat canadian court,0
899,"@SenRonJohnson @POTUS You seem to have forgotten TFG called #COVID19 a “Democrat Hoax” right out of the gate. Remember that, Ron? Back when he was doing cult rallies and playing golf for two months - and doing NOTHING about Covid. 

Stop insulting the people’s intelligence.",1466859706501193739,2021-12-03 19:59:41,6100,seem forgotten tfg call covid democrat hoax right gate rememb ron back cult ralli play golf two month noth covid stop insult peopl intellig,0
900,"Remember when @BetteMidler called Trump a murderer for 200,000 #COVID19 deaths?  Waiting for her to call out #JoeBiden for the 320,000 plus deaths on his watch. I imagine that will be a long wait.",1466859685898641409,2021-12-03 19:59:36,2,rememb call trump murder covid death wait call joebiden plu death watch imagin long wait,0
901,"Contd:France:#COVID19:More Confusion!
""... I repeat, a not insignificant part of the people who will now become infected will be vaccinated people and that is not a failure of the vaccine!"" - Jean-François Delfraissy, Pdt of the Covid19 Scientific Council: E👇🏼",1466859681914228741,2021-12-03 19:59:35,5236,contd franc covid confus repeat insignific part peopl becom infect vaccin peopl failur vaccin jean françoi delfraissi pdt covid scientif council e,0
902,"@Jim_Jordan What a stupid hill to literally die on. #COVID19 DGAF what you say or think of it. If you stop taking it seriously, it will kill more of your base. What a dumb strategy.",1466859627094495234,2021-12-03 19:59:22,37,stupid hill liter die covid dgaf say think stop take serious kill base dumb strategi,0
903,"#Germany slowly coming down from the peak of the latest #Covid19 wave

70,202 more cases detected, 2.7% down from a week ago. 415 new Covid deaths have been reported.",1466859531435130887,2021-12-03 19:58:59,15069,germani slowli come peak latest covid wave case detect week ago new covid death report,0
904,"@KATUNews That would be a place who would never ever get one cent of my hard earned. 
Time for a boycott of in and out burgers
#InAndOutBurgers
#COVID19 
#VaccineMandate",1466859427479310339,2021-12-03 19:58:35,1469,would place would never ever get one cent hard earn time boycott burger inandoutburg covid vaccinemand,0
905,"#COVID19: If the vaccinated people are really protected then why are they scared of the un-vaccinated? The fact is that they both can catch the virus, with or without the so-called ""vaccine"" which does not provide immunity.",1466859234834845699,2021-12-03 19:57:49,0,covid vaccin peopl realli protect scare un vaccin fact catch viru without call vaccin provid immun,0
906,"13,738 new cases and 37 new deaths in Spain 

[20:57 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic",1466859127582429192,2021-12-03 19:57:23,1256,new case new death spain gmt coronaviru coronavirusupd covid coronaviruspandem,0
907,"Omicron is to Moronic
as 
Sage is to Ages...

Precisely how long they will endeavour to keep their nonsense &amp; relevance going..
#COVID19 #Masks #ENOUGH",1466859047932547077,2021-12-03 19:57:04,921,omicron moronica sage age precis long endeavour keep nonsens amp relev go covid mask enough,0
908,@RepDarrenSoto @POTUS #2 is very important. Taiwan's only #COVID19 spike in nearly 2 years came from not screening foreign travelers at its airport thoroughly enough - including flight crews. Taiwan is best at #COVID19 containment by far as it has proven pandemic SYSTEM which others should replicate.,1466859026772287492,2021-12-03 19:56:59,2318,import taiwan covid spike nearli year came screen foreign travel airport thoroughli enough includ flight crew taiwan best covid contain far proven pandem system other replic,0
909,"@harryrutter @will_s_t Brilliant!!! Love this, an interactive tool to visualise #COVID19 transmission routes in a room

ping @AnimAlanDorin",1466859026176970752,2021-12-03 19:56:59,962,brilliant love interact tool visualis covid transmiss rout roomp,0
910,"Our best protection against #COVID19 and variants of concern remain vaccination and following all public health measures. If you are eligible and have not been vaccinated, you are strongly encouraged to do so. 2/2",1466858837672136706,2021-12-03 19:56:14,42733,best protect covid variant concern remain vaccin follow public health measur elig vaccin strongli encourag,0
911,"$SPX $SPY $IJH $IWM  If you believe the US economy is going to continue to open up over time, #COVID19 is going to be on the wane despite #Omicron, and the Fed has it's head screwed on straight, you buy rather than sell these three indexes here.",1466858800812597257,2021-12-03 19:56:05,2478,spx spi ijh iwm believ us economi go continu open time covid go wane despit omicron fed head screw straight buy rather sell three index,0
912,"Cases: 264,677,131 (+214,899) 
Deaths: 5,240,240 (+0) 
Recovered: 0 (+0) 
Active Cases: 264,677,131 (100%)
Completed Cases: 5,240,240 (1.98%)
Mortality Rate: 1.98% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome",1466858792247865344,2021-12-03 19:56:03,82,case death recov activ case complet case mortal rate chang case fatal rate chang covid coronaviru stayhom,0
913,@lewis_goodall Absolutely mental! Omicron has been described as like a cold! This is no longer about #COVID19,1466858742939590670,2021-12-03 19:55:51,1290,absolut mental omicron describ like cold longer covid,0
914,"XXL Freshman Cypher 2022

Kung Flu, Delta Variant, The Rona, Boomer Remover, Omicron...

@XXL #COVID19",1466858716880199680,2021-12-03 19:55:45,83,xxl freshman cypher kung flu delta variant rona boomer remov omicron covid,0
915,"@VigilantFox @fily_ste Maximum profits💲💲💲 will be taken by 2026.
Then information will surface that it was all a scam.

#COVID19",1466858706172362757,2021-12-03 19:55:43,38,maximum profit taken inform surfac scam covid,0
916,"#Covid19 in Southern Africa will not be beaten unless the fight against it is combined with the fight against #HIV.  The Commonwealth ( @Commonwealthsec ) would be the perfect organisation to coordinate this.  Richer nations could provide the money, expertise, training, ...1/2",1466858684663926787,2021-12-03 19:55:37,305,covid southern africa beaten unless fight combin fight hiv commonwealth would perfect organis coordin richer nation could provid money expertis train,0
917,@joncoopertweets Isn't this #Tweet 👆👆👆promoting violence (KICKED OFF)? @TwitterGov @Twitter #TWITTER #bias? #USA #news #NewsGang #media #Biden #Trump #BREAKING #COVID19 #COVIDIOTS #CNN #FoxNews @USSupremeCourt #Congress #America,1466858476781588484,2021-12-03 19:54:48,0,tweet promot violenc kick twitter bia usa news newsgang media biden trump break covid covidiot cnn foxnew congress america,0
918,"@JimHarris @CES @EvanKirstel @IrmaRaste @jblefevre60 @HaroldSinnott @GlenGilmore @Paula_Piccard @sallyeaves I will not be there because of the #COVID19 issues and I prefer to cover the event online. Regardless, if you do eventually participate in person, it will be a pleasure to interact with your great content.

I wish everyone an amazing #CES2022 face-to-face, online or both.",1466858448042307591,2021-12-03 19:54:41,7501,covid issu prefer cover event onlin regardless eventu particip person pleasur interact great content wish everyon amaz ce face face onlin,0
919,"Who are we protecting if we have the vaccine? 

We need stop adding positive cases where it's a child who's healthy and doesn't even know they have it as a measure of scaring people on the papers. I want the percentages of age groups and how they're feeling. #COVID19",1466858435341869059,2021-12-03 19:54:38,77,protect vaccin need stop ad posit case child healthi even know measur scare peopl paper want percentag age group feel covid,0
920,"@TorontoStar Will @fordnation wait until there are 2000 or more cases per day before mandating vaccines for all ?

How many deaths are too many? Ask someone who lost a loved one to #COVID19",1466858433009889286,2021-12-03 19:54:37,571,wait case per day mandat vaccin mani death mani ask someon lost love one covid,0
921,"@GovKathyHochul @NYCMayor
Suggesting that masks be worn in indoor situations is NOT enough. It MUST be a mandate to minimize the spread of #COVID19 in the winter months, especially the delta and omicron variants.
@SurvivorsChange @TogetherWeMask 
#GetVaccinatedNow 
#MaskMandate",1466858426613571585,2021-12-03 19:54:36,125,suggest mask worn indoor situat enough must mandat minim spread covid winter month especi delta omicron variant getvaccinatednow maskmand,0
922,"Whoopi Goldberg on the vaccine: 

“Get the shot!”

Whoopi Goldberg on abortion:

“My problem comes when you tell me what I need to do with my doctor and my family. How dare you?!”

#TheView #abortion #CovidVaccine #COVID19 #RoeVWade",1466858375715643396,2021-12-03 19:54:24,727,whoopi goldberg vaccin get shot whoopi goldberg abort problem come tell need doctor famili dare theview abort covidvaccin covid roevwad,0
923,"@MichealMartinTD what’s the long term plan here? Why not lift restrictions so people can live their lives, stop scaremongering the public and invest money into the health care system so it can handle a potential influx of cases #COVID19 #covidrestrictions",1466858363577372678,2021-12-03 19:54:21,95,long term plan lift restrict peopl live live stop scaremong public invest money health care system handl potenti influx case covid covidrestrict,0
924,"@MaxBlumenthal Finishing each sentence with a ""yeah"" doesn't make what is stated more obvious, sir.

#COVID19 
#Australia",1466858359974473738,2021-12-03 19:54:20,157,finish sentenc yeah make state obviou sir covid australia,0
925,Also on the #WeekendRoundup for @CBSNewsRadio @JanCBS &amp; @maryrziegler on @USSupremeCourt and #RoeVWade @annawerner on the cost of #Covid19 #tests #MarkStrassmann on #homeprices,1466858252206026752,2021-12-03 19:53:54,1541,also weekendroundup amp roevwad cost covid test markstrassmann homepric,0
926,"*#COVID19 New Variant (#Omicron)*

 Confirmed cases of Super variant ""Omicron"" #worldwide 432, suspected nearly 27,000.",1466858209604472849,2021-12-03 19:53:44,284,covid new variant omicron confirm case super variant omicron worldwid suspect nearli,0
927,"The Heart Conditions collapses in sports is becoming an unwelcome norm and the rate is alarming. 

What might be the course of this? 

Why now? It's not like these conditions were not here before. Why are they so sever all of sudden 

#COVID19",1466858138007744514,2021-12-03 19:53:27,326,heart condit collaps sport becom unwelcom norm rate alarm might cours like condit sever sudden covid,0
928,"Estimated cost of ventilation for schools - €12 million.

Estimated cost of EWSS (Nov-April) - €1.26 billion.

Cost of ventilating schools less than 1% the cost of the EWSS.

But these are “business savvy” parties 🤦🏻‍♂️

#COVID19 #Ireland",1466857988396879875,2021-12-03 19:52:51,1580,estim cost ventil school million estim cost ewss nov april billion cost ventil school less cost ewss busi savvi parti covid ireland,0
929,REMINDER: Just because the president is sick... Doesn't mean he has #COVID19... Y'all are #Trump brained.,1466857923301179395,2021-12-03 19:52:36,1,remind presid sick mean covid trump brain,0
930,"Unexpectedly, just a small rise in new #Covid19 cases for #Sweden today.

2,210 more infections only 50 above last Friday (2%)
6 more have died.",1466857791520448520,2021-12-03 19:52:05,15069,unexpectedli small rise new covid case sweden today infect last friday die,0
931,"313 new cases and 5 new deaths in Guatemala 

[20:51 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic",1466857758909771790,2021-12-03 19:51:57,1256,new case new death guatemala gmt coronaviru coronavirusupd covid coronaviruspandem,0
932,@iamcardib Hey everyone  my name is Chris I have recently lost my job cause I caught. #covid19  I had to miss 3week of work I need #help #paying my #rent I have 543 but I need 500 I start my new job on Monday,1466857706569015296,2021-12-03 19:51:44,1,hey everyon name chri recent lost job caus caught covid miss week work need help pay rent need start new job monday,0
933,This is a breakpoint. First off I'm not an anti-vaxxer ive had my two jabs and ill take the booster when it comes but government by NPHET will only come to an end if the people stand up to this and protest. FFG do not have a backbone. DO NOT COMPLY open your businesses #COVID19,1466857621185511433,2021-12-03 19:51:24,173,breakpoint first anti vaxxer ive two jab ill take booster come govern nphet come end peopl stand protest ffg backbon compli open busi covid,0
934,"Some call it #CancelCulture others call it accountability. When you leave people to do ""the right thing"" you end up with over 700K Americans dead from #COVID19 and multiple mass shootings. #Prolifers focus on the lives of the unborn, but not the ones already here on this earth?",1466857563786715136,2021-12-03 19:51:10,283,call cancelcultur other call account leav peopl right thing end k american dead covid multipl mass shoot prolif focu live unborn one alreadi earth,0
935,"COVID-19 : Britain registers 50,584 new cases and 143 more deaths 

#COVID19 #Britain",1466857407884120065,2021-12-03 19:50:33,4077,covid britain regist new case death covid britain,0
936,"When did @Sethrogen become this pompous, elitist ass?

Remember how funny he was in 40 Year-old Virgin, Green Hornet, &amp; The Interview?
#CovidVaccine #COVID19 #sethrogen",1466857365974757383,2021-12-03 19:50:23,161,becom pompou elitist ass rememb funni year old virgin green hornet amp interview covidvaccin covid sethrogen,0
937,"Day 4, starting to get vision back, slept until 1pm. Going for a walk but every 10th of a mile I get a little cough. This sucks. #COVID19",1466857202002669571,2021-12-03 19:49:44,122,day start get vision back slept pm go walk everi th mile get littl cough suck covid,0
938,"Cases: 264,462,232 (+0) 
Deaths: 5,240,240 (+1,390) 
Recovered: 0 (+0) 
Active Cases: 264,462,232 (100%)
Completed Cases: 5,240,240 (1.98%)
Mortality Rate: 1.98% (No Change)
Case Fatality Rate: 100.00% (No Change)

#COVID19 #Coronavirus #StayHome",1466857028475920394,2021-12-03 19:49:03,82,case death recov activ case complet case mortal rate chang case fatal rate chang covid coronaviru stayhom,0
939,"#Corona Info for #USA:
New Cases: 24639
Today Recovery: 8035
Today Deaths: 253
Total Active Cases: 9537132
Total Cases: 49741464
Total Recovery: 39397681
Total Deaths: 806651
#Coronavirus  #Covid19 #Covid_19 #SARSCoV2 #StaySafe 

Source: 'CoronaTrackerNepal_bot' #Telegram.",1466857004639600655,2021-12-03 19:48:57,289,corona info usa new case today recoveri today death total activ case total case total recoveri total death coronaviru covid covid _ sarscov staysaf sourc coronatrackernepal_bot telegram,0
940,"@ianbaker01 @IFPMA @MSDInvents @ThomasCueni @EFPIA @VaccinesEurope @IAmBiotech @PhRMA @ABPI_UK The death toll is a lie.They've been counting anyone who dies while they have #COVID19 as a #Covid death,even if u get hit and killed with a bus,if u had covid,it's counted as a covid death.10% at MOST of those deaths,were actually caused by covid,the rest would've died anyway.",1466856778633818113,2021-12-03 19:48:03,18,death toll lie count anyon die covid covid death even u get hit kill bu u covid count covid death death actual caus covid rest would die anyway,0
941,"Is Higher transmissibility of a virus and it being deadlier any sort of a correlation? If a virus becomes highly transmissible but is milder is effect, isn't it trying to adapt and survive like all viruses did before? If it's complicated, a reply is appreciated #Omicron #COVID19",1466856650510319617,2021-12-03 19:47:33,207,higher transmiss viru deadlier sort correl viru becom highli transmiss milder effect tri adapt surviv like virus complic repli appreci omicron covid,0
942,"""Public health"" is a far more dangerous threat to the average person than #COVID19 will ever be.",1466856646987202563,2021-12-03 19:47:32,244,public health far danger threat averag person covid ever,0
943,"@Bullrunishere @Kukicat7 Well Done #France👏👏
 We need more police like this in the  world #WakeUpEverybody this was meant to be a conspiracy theory! But #Government around the world are going down the NAZI/CHINA Check List 📃✔️
Is this honestly how we want to live the rest of our live! #NoMore #COVID19",1466856637604540426,2021-12-03 19:47:29,641,well done franc need polic like world wakeupeverybodi meant conspiraci theori govern around world go nazi china check list honestli want live rest live nomor covid,0
944,"#WesternNewYork: Please #GetVaxxed! The CDC recommends that everyone 5 years of age or older get the #COVID19Vaccine

Text your zip code to GETVAX (438829) to find the nearest place to get #GetVaccinated 👍

#COVID19 #CDC #publichealth",1466856583447654403,2021-12-03 19:47:17,206,westernnewyork pleas getvax cdc recommend everyon year age older get covid vaccinetext zip code getvax find nearest place get getvaccin covid cdc publichealth,0
945,"151 new cases and 2 new deaths in Morocco 

[20:46 GMT] #coronavirus #CoronaVirusUpdate #COVID19 #CoronavirusPandemic",1466856379986104322,2021-12-03 19:46:28,1256,new case new death morocco gmt coronaviru coronavirusupd covid coronaviruspandem,0
946,"We have until the end of February 2022 to admit either 1) #COVID19 is #endemic, or 2) we really are in the #darkages and Science is much weaker now than 100 years ago.",1466856250977759239,2021-12-03 19:45:57,33,end februari admit either covid endem realli darkag scienc much weaker year ago,0
947,"Politics 101:
Not easy governing, having to make unpopular decisions and keep a balance. 
Easy to sit on a fence when in opposition, saying you have all of the answers but you're untested, spoofing. 
Would be nice though if government connected better. 
#FridayVibes 
#COVID19 🇮🇪",1466856248922583040,2021-12-03 19:45:57,8763,polit easi govern make unpopular decis keep balanc easi sit fenc opposit say answer untest spoof would nice though govern connect better fridayvib covid,0
948,"@JimSanoBC79 @Rebecca4Georgia @Jlguest I am pro-life..but setting bounties on women, as Georgia wants to do, is a bridge too far for me. Btw, we have lost more human life to #COVID19 in 2 years than to abortion in 10, for comparison. + abortion rate IS declining. All life is precious..birth to natural death.",1466856200067338244,2021-12-03 19:45:45,5722,pro life set bounti women georgia want bridg far btw lost human life covid year abort comparison abort rate declin life preciou birth natur death,0
949,"@fmbutt It takes time to ramp up for the next hurricane 🌀 season. Irregardless of timing, smart move. Mind you my opinion of his and most other GOP governors handling of #COVID19 is abysmal. Retired healthcare professional 💉😷 essential to protect from 🦠🦠🦠🦠",1466856178344857601,2021-12-03 19:45:40,1465,take time ramp next hurrican season irregardless time smart move mind opinion gop governor handl covid abysm retir healthcar profession essenti protect,0
950,"A 20% drop in new #Covid19 cases for #Portugal today
2,535 infections diagnosed. It's the second successive fall.
21 Covid deaths reported in Portugal today. There's not been a higher death toll since early March.",1466856148057870343,2021-12-03 19:45:33,15069,drop new covid case portug today infect diagnos second success fall covid death report portug today higher death toll sinc earli march,0
951,"Trending now, is the topic of the newly discovered coronavirus variant named ‘Omicron’ becomes #COVID19 #JMRC2202",1466856111001284613,2021-12-03 19:45:24,0,trend topic newli discov coronaviru variant name omicron becom covid jmrc,0
952,Despite the outliers I have to wonder if the #COVID19 experience will actually help to build a better sense of #community and bode well for the #future.,1466856026376974337,2021-12-03 19:45:04,307,despit outlier wonder covid experi actual help build better sens commun bode well futur,0
953,"@vngalwana @MzwaneleManyi @vngalwana, you often comment on #COVID19 and offer opinions on vaccines, I would've thought you'd know the basics. Respiratory viruses are not known to be transmitted by blood transfusion. COVID-19 is a respiratory virus.",1466855908848418823,2021-12-03 19:44:36,5211,often comment covid offer opinion vaccin would thought know basic respiratori virus known transmit blood transfus covid respiratori viru,0
954,@celliottability Yes that’s what happens when 4 people die! 150-4 = 146. #onpoli #COVID19,1466855857833062401,2021-12-03 19:44:24,129,ye happen peopl die onpoli covid,0
